L4 | Sun May 05 22:36:55 2019 (268 ms) | general | New game starting up
L1 | Sun May 05 22:43:09 2019 (216 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x3_y2.tga does not exist
L1 | Sun May 05 22:43:09 2019 (216 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x3_y2_square.tga does not exist
L1 | Sun May 05 22:43:09 2019 (216 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x0_y3.tga does not exist
L1 | Sun May 05 22:43:09 2019 (216 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x0_y3_square.tga does not exist
L1 | Sun May 05 22:43:09 2019 (216 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x1_y3.tga does not exist
L1 | Sun May 05 22:43:09 2019 (217 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x1_y3_square.tga does not exist
L1 | Sun May 05 22:43:09 2019 (217 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x2_y3.tga does not exist
L1 | Sun May 05 22:43:09 2019 (217 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x2_y3_square.tga does not exist
L1 | Sun May 05 22:43:09 2019 (217 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x3_y3.tga does not exist
L1 | Sun May 05 22:43:09 2019 (217 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x3_y3_square.tga does not exist
L1 | Sun May 05 22:43:14 2019 (677 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x0_y0.tga does not exist
L1 | Sun May 05 22:43:14 2019 (677 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x0_y0_square.tga does not exist
L1 | Sun May 05 22:43:14 2019 (678 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x1_y0.tga does not exist
L1 | Sun May 05 22:43:14 2019 (679 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x1_y0_square.tga does not exist
L1 | Sun May 05 22:43:14 2019 (680 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x2_y0.tga does not exist
L1 | Sun May 05 22:43:14 2019 (680 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x2_y0_square.tga does not exist
L1 | Sun May 05 22:43:14 2019 (681 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x3_y0.tga does not exist
L1 | Sun May 05 22:43:14 2019 (681 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x3_y0_square.tga does not exist
L1 | Sun May 05 22:43:14 2019 (682 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x0_y1.tga does not exist
L1 | Sun May 05 22:43:14 2019 (682 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x0_y1_square.tga does not exist
L1 | Sun May 05 22:43:14 2019 (683 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x1_y1.tga does not exist
L1 | Sun May 05 22:43:14 2019 (684 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x1_y1_square.tga does not exist
L1 | Sun May 05 22:43:14 2019 (684 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x2_y1.tga does not exist
L1 | Sun May 05 22:43:14 2019 (685 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x2_y1_square.tga does not exist
L1 | Sun May 05 22:43:14 2019 (685 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x3_y1.tga does not exist
L1 | Sun May 05 22:43:14 2019 (686 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x3_y1_square.tga does not exist
L1 | Sun May 05 22:43:14 2019 (686 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x0_y2.tga does not exist
L1 | Sun May 05 22:43:14 2019 (687 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x0_y2_square.tga does not exist
L1 | Sun May 05 22:43:14 2019 (687 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x1_y2.tga does not exist
L1 | Sun May 05 22:43:14 2019 (688 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x1_y2_square.tga does not exist
L1 | Sun May 05 22:43:14 2019 (689 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x2_y2.tga does not exist
L1 | Sun May 05 22:43:14 2019 (689 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x2_y2_square.tga does not exist
L1 | Sun May 05 22:43:14 2019 (690 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x3_y2.tga does not exist
L1 | Sun May 05 22:43:14 2019 (690 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x3_y2_square.tga does not exist
L1 | Sun May 05 22:43:14 2019 (691 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x0_y3.tga does not exist
L1 | Sun May 05 22:43:14 2019 (691 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x0_y3_square.tga does not exist
L1 | Sun May 05 22:43:14 2019 (692 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x1_y3.tga does not exist
L1 | Sun May 05 22:43:14 2019 (692 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x1_y3_square.tga does not exist
L1 | Sun May 05 22:43:14 2019 (693 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x2_y3.tga does not exist
L1 | Sun May 05 22:43:14 2019 (693 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x2_y3_square.tga does not exist
L1 | Sun May 05 22:43:14 2019 (694 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x3_y3.tga does not exist
L1 | Sun May 05 22:43:14 2019 (695 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_3_x3_y3_square.tga does not exist
L1 | Sun May 05 22:43:20 2019 (678 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x0_y0.tga does not exist
L1 | Sun May 05 22:43:20 2019 (678 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x0_y0_square.tga does not exist
L1 | Sun May 05 22:43:20 2019 (679 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x1_y0.tga does not exist
L1 | Sun May 05 22:43:20 2019 (680 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x1_y0_square.tga does not exist
L1 | Sun May 05 22:43:20 2019 (680 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x2_y0.tga does not exist
L1 | Sun May 05 22:43:20 2019 (680 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x2_y0_square.tga does not exist
L1 | Sun May 05 22:43:20 2019 (681 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x3_y0.tga does not exist
L1 | Sun May 05 22:43:20 2019 (682 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x3_y0_square.tga does not exist
L1 | Sun May 05 22:43:20 2019 (682 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x0_y1.tga does not exist
L1 | Sun May 05 22:43:20 2019 (683 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x0_y1_square.tga does not exist
L1 | Sun May 05 22:43:20 2019 (683 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x1_y1.tga does not exist
L1 | Sun May 05 22:43:20 2019 (684 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x1_y1_square.tga does not exist
L1 | Sun May 05 22:43:20 2019 (684 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x2_y1.tga does not exist
L1 | Sun May 05 22:43:20 2019 (685 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x2_y1_square.tga does not exist
L1 | Sun May 05 22:43:20 2019 (685 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x3_y1.tga does not exist
L1 | Sun May 05 22:43:20 2019 (686 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x3_y1_square.tga does not exist
L1 | Sun May 05 22:43:20 2019 (687 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x0_y2.tga does not exist
L1 | Sun May 05 22:43:20 2019 (687 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x0_y2_square.tga does not exist
L1 | Sun May 05 22:43:20 2019 (688 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x1_y2.tga does not exist
L1 | Sun May 05 22:43:20 2019 (688 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x1_y2_square.tga does not exist
L1 | Sun May 05 22:43:20 2019 (689 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x2_y2.tga does not exist
L1 | Sun May 05 22:43:20 2019 (689 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x2_y2_square.tga does not exist
L1 | Sun May 05 22:43:20 2019 (689 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x3_y2.tga does not exist
L1 | Sun May 05 22:43:20 2019 (690 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x3_y2_square.tga does not exist
L1 | Sun May 05 22:43:20 2019 (690 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x0_y3.tga does not exist
L1 | Sun May 05 22:43:20 2019 (691 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x0_y3_square.tga does not exist
L1 | Sun May 05 22:43:20 2019 (691 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x1_y3.tga does not exist
L1 | Sun May 05 22:43:20 2019 (692 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x1_y3_square.tga does not exist
L1 | Sun May 05 22:43:20 2019 (692 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x2_y3.tga does not exist
L1 | Sun May 05 22:43:20 2019 (693 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x2_y3_square.tga does not exist
L1 | Sun May 05 22:43:20 2019 (693 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x3_y3.tga does not exist
L1 | Sun May 05 22:43:20 2019 (694 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_4_x3_y3_square.tga does not exist
L1 | Sun May 05 22:43:25 2019 (61 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x0_y0.tga does not exist
L1 | Sun May 05 22:43:25 2019 (62 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x0_y0_square.tga does not exist
L1 | Sun May 05 22:43:25 2019 (63 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x1_y0.tga does not exist
L1 | Sun May 05 22:43:25 2019 (63 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x1_y0_square.tga does not exist
L1 | Sun May 05 22:43:25 2019 (64 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x2_y0.tga does not exist
L1 | Sun May 05 22:43:25 2019 (64 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x2_y0_square.tga does not exist
L1 | Sun May 05 22:43:25 2019 (65 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x3_y0.tga does not exist
L1 | Sun May 05 22:43:25 2019 (65 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x3_y0_square.tga does not exist
L1 | Sun May 05 22:43:25 2019 (65 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x0_y1.tga does not exist
L1 | Sun May 05 22:43:25 2019 (66 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x0_y1_square.tga does not exist
L1 | Sun May 05 22:43:25 2019 (66 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x1_y1.tga does not exist
L1 | Sun May 05 22:43:25 2019 (67 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x1_y1_square.tga does not exist
L1 | Sun May 05 22:43:25 2019 (67 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x2_y1.tga does not exist
L1 | Sun May 05 22:43:25 2019 (68 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x2_y1_square.tga does not exist
L1 | Sun May 05 22:43:25 2019 (68 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x3_y1.tga does not exist
L1 | Sun May 05 22:43:25 2019 (69 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x3_y1_square.tga does not exist
L1 | Sun May 05 22:43:25 2019 (70 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x0_y2.tga does not exist
L1 | Sun May 05 22:43:25 2019 (70 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x0_y2_square.tga does not exist
L1 | Sun May 05 22:43:25 2019 (71 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x1_y2.tga does not exist
L1 | Sun May 05 22:43:25 2019 (71 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x1_y2_square.tga does not exist
L1 | Sun May 05 22:43:25 2019 (72 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x2_y2.tga does not exist
L1 | Sun May 05 22:43:25 2019 (72 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x2_y2_square.tga does not exist
L1 | Sun May 05 22:43:25 2019 (73 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x3_y2.tga does not exist
L1 | Sun May 05 22:43:25 2019 (73 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x3_y2_square.tga does not exist
L1 | Sun May 05 22:43:25 2019 (74 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x0_y3.tga does not exist
L1 | Sun May 05 22:43:25 2019 (74 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x0_y3_square.tga does not exist
L1 | Sun May 05 22:43:25 2019 (75 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x1_y3.tga does not exist
L1 | Sun May 05 22:43:25 2019 (75 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x1_y3_square.tga does not exist
L1 | Sun May 05 22:43:25 2019 (75 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x2_y3.tga does not exist
L1 | Sun May 05 22:43:25 2019 (76 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x2_y3_square.tga does not exist
L1 | Sun May 05 22:43:25 2019 (76 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x3_y3.tga does not exist
L1 | Sun May 05 22:43:25 2019 (76 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_5_x3_y3_square.tga does not exist
L1 | Sun May 05 22:43:31 2019 (779 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x0_y0.tga does not exist
L1 | Sun May 05 22:43:31 2019 (780 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x0_y0_square.tga does not exist
L1 | Sun May 05 22:43:31 2019 (780 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x1_y0.tga does not exist
L1 | Sun May 05 22:43:31 2019 (781 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x1_y0_square.tga does not exist
L1 | Sun May 05 22:43:31 2019 (781 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x2_y0.tga does not exist
L1 | Sun May 05 22:43:31 2019 (782 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x2_y0_square.tga does not exist
L1 | Sun May 05 22:43:31 2019 (782 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x3_y0.tga does not exist
L1 | Sun May 05 22:43:31 2019 (782 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x3_y0_square.tga does not exist
L1 | Sun May 05 22:43:31 2019 (783 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x0_y1.tga does not exist
L1 | Sun May 05 22:43:31 2019 (783 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x0_y1_square.tga does not exist
L1 | Sun May 05 22:43:31 2019 (783 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x1_y1.tga does not exist
L1 | Sun May 05 22:43:31 2019 (784 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x1_y1_square.tga does not exist
L1 | Sun May 05 22:43:31 2019 (784 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x2_y1.tga does not exist
L1 | Sun May 05 22:43:31 2019 (784 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x2_y1_square.tga does not exist
L1 | Sun May 05 22:43:31 2019 (785 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x3_y1.tga does not exist
L1 | Sun May 05 22:43:31 2019 (785 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x3_y1_square.tga does not exist
L1 | Sun May 05 22:43:31 2019 (785 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x0_y2.tga does not exist
L1 | Sun May 05 22:43:31 2019 (786 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x0_y2_square.tga does not exist
L1 | Sun May 05 22:43:31 2019 (786 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x1_y2.tga does not exist
L1 | Sun May 05 22:43:31 2019 (786 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x1_y2_square.tga does not exist
L1 | Sun May 05 22:43:31 2019 (787 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x2_y2.tga does not exist
L1 | Sun May 05 22:43:31 2019 (787 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x2_y2_square.tga does not exist
L1 | Sun May 05 22:43:31 2019 (788 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x3_y2.tga does not exist
L1 | Sun May 05 22:43:31 2019 (788 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x3_y2_square.tga does not exist
L1 | Sun May 05 22:43:31 2019 (788 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x0_y3.tga does not exist
L1 | Sun May 05 22:43:31 2019 (789 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x0_y3_square.tga does not exist
L1 | Sun May 05 22:43:31 2019 (789 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x1_y3.tga does not exist
L1 | Sun May 05 22:43:31 2019 (790 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x1_y3_square.tga does not exist
L1 | Sun May 05 22:43:31 2019 (790 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x2_y3.tga does not exist
L1 | Sun May 05 22:43:31 2019 (791 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x2_y3_square.tga does not exist
L1 | Sun May 05 22:43:31 2019 (791 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x3_y3.tga does not exist
L1 | Sun May 05 22:43:31 2019 (791 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_6_x3_y3_square.tga does not exist
L1 | Sun May 05 22:43:38 2019 (317 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x0_y0.tga does not exist
L1 | Sun May 05 22:43:38 2019 (318 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x0_y0_square.tga does not exist
L1 | Sun May 05 22:43:38 2019 (318 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x1_y0.tga does not exist
L1 | Sun May 05 22:43:38 2019 (319 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x1_y0_square.tga does not exist
L1 | Sun May 05 22:43:38 2019 (319 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x2_y0.tga does not exist
L1 | Sun May 05 22:43:38 2019 (320 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x2_y0_square.tga does not exist
L1 | Sun May 05 22:43:38 2019 (320 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x3_y0.tga does not exist
L1 | Sun May 05 22:43:38 2019 (320 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x3_y0_square.tga does not exist
L1 | Sun May 05 22:43:38 2019 (321 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x0_y1.tga does not exist
L1 | Sun May 05 22:43:38 2019 (321 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x0_y1_square.tga does not exist
L1 | Sun May 05 22:43:38 2019 (321 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x1_y1.tga does not exist
L1 | Sun May 05 22:43:38 2019 (322 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x1_y1_square.tga does not exist
L1 | Sun May 05 22:43:38 2019 (322 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x2_y1.tga does not exist
L1 | Sun May 05 22:43:38 2019 (322 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x2_y1_square.tga does not exist
L1 | Sun May 05 22:43:38 2019 (322 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x3_y1.tga does not exist
L1 | Sun May 05 22:43:38 2019 (323 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x3_y1_square.tga does not exist
L1 | Sun May 05 22:43:38 2019 (323 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x0_y2.tga does not exist
L1 | Sun May 05 22:43:38 2019 (323 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x0_y2_square.tga does not exist
L1 | Sun May 05 22:43:38 2019 (324 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x1_y2.tga does not exist
L1 | Sun May 05 22:43:38 2019 (324 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x1_y2_square.tga does not exist
L1 | Sun May 05 22:43:38 2019 (324 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x2_y2.tga does not exist
L1 | Sun May 05 22:43:38 2019 (324 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x2_y2_square.tga does not exist
L1 | Sun May 05 22:43:38 2019 (325 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x3_y2.tga does not exist
L1 | Sun May 05 22:43:38 2019 (325 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x3_y2_square.tga does not exist
L1 | Sun May 05 22:43:38 2019 (325 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x0_y3.tga does not exist
L1 | Sun May 05 22:43:38 2019 (325 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x0_y3_square.tga does not exist
L1 | Sun May 05 22:43:38 2019 (326 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x1_y3.tga does not exist
L1 | Sun May 05 22:43:38 2019 (326 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x1_y3_square.tga does not exist
L1 | Sun May 05 22:43:38 2019 (326 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x2_y3.tga does not exist
L1 | Sun May 05 22:43:38 2019 (327 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x2_y3_square.tga does not exist
L1 | Sun May 05 22:43:38 2019 (327 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x3_y3.tga does not exist
L1 | Sun May 05 22:43:38 2019 (327 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_99999_x3_y3_square.tga does not exist
L4 | Sun May 05 22:45:23 2019 (284 ms) | general | exiting...

L4 | Sun May 05 22:45:23 2019 (284 ms) | general | exiting: calling SDL_CloseAudio

L4 | Sun May 05 22:45:23 2019 (363 ms) | general | exiting: Deleting sceneHandler

L4 | Sun May 05 22:45:23 2019 (363 ms) | general | Freeing sound sprites

L4 | Sun May 05 22:45:23 2019 (369 ms) | general | exiting: freeing frameDrawer

L4 | Sun May 05 22:50:55 2019 (797 ms) | general | New game starting up
L4 | Sun May 05 22:50:55 2019 (798 ms) | general | Target game image size:  1024x600

L4 | Sun May 05 22:50:55 2019 (798 ms) | general | Ideal window dimensions:  640x480

L4 | Sun May 05 22:50:55 2019 (798 ms) | general | Screen width smaller than target game width, fixing
L4 | Sun May 05 22:50:55 2019 (798 ms) | general | Screen height smaller than target game height, fixing
L4 | Sun May 05 22:50:55 2019 (799 ms) | general | Trying to start in fullscreen mode.
L4 | Sun May 05 22:50:55 2019 (799 ms) | general | The following frame rates are considered possible:
L4 | Sun May 05 22:50:55 2019 (799 ms) | general | 60 fps
L4 | Sun May 05 22:50:55 2019 (799 ms) | general | 120 fps
L4 | Sun May 05 22:50:55 2019 (799 ms) | general | 144 fps
L4 | Sun May 05 22:50:55 2019 (804 ms) | general | Setting real (not borderless) fullscreen mode
L4 | Sun May 05 22:50:55 2019 (804 ms) | general | Current screen configuration is 1366x768 with aspect ratio 1.77
L4 | Sun May 05 22:50:55 2019 (804 ms) | general | Sticking with user's current screen resolution
L4 | Sun May 05 22:50:55 2019 (804 ms) | general | Checking if requested video mode (1366x768) is available
L4 | Sun May 05 22:50:55 2019 (804 ms) | general | Available video modes:
L5 | Sun May 05 22:50:55 2019 (805 ms) | general |    1366 x 768

L4 | Sun May 05 22:50:55 2019 (805 ms) | general |    ^^^^ this mode matches current aspect ratio
L4 | Sun May 05 22:50:55 2019 (805 ms) | general |    ^^^^ this mode matches requested mode
L5 | Sun May 05 22:50:55 2019 (805 ms) | general |    1360 x 768

L4 | Sun May 05 22:50:55 2019 (805 ms) | general |    ^^^^ this mode matches current aspect ratio
L5 | Sun May 05 22:50:55 2019 (805 ms) | general |    1280 x 768

L5 | Sun May 05 22:50:55 2019 (805 ms) | general |    1280 x 720

L4 | Sun May 05 22:50:55 2019 (805 ms) | general |    ^^^^ this mode matches current aspect ratio
L5 | Sun May 05 22:50:55 2019 (805 ms) | general |    1280 x 600

L5 | Sun May 05 22:50:55 2019 (805 ms) | general |    1024 x 768

L5 | Sun May 05 22:50:55 2019 (805 ms) | general |    800 x 600

L5 | Sun May 05 22:50:55 2019 (805 ms) | general |    640 x 480

L5 | Sun May 05 22:50:55 2019 (805 ms) | general |    640 x 400

L5 | Sun May 05 22:50:55 2019 (806 ms) | general |    512 x 384

L5 | Sun May 05 22:50:55 2019 (806 ms) | general |    400 x 300

L5 | Sun May 05 22:50:55 2019 (806 ms) | general |    320 x 240

L5 | Sun May 05 22:50:55 2019 (806 ms) | general |    320 x 200

L4 | Sun May 05 22:50:56 2019 (187 ms) | general | Successfully opened audio: 22050Hz (requested 22050Hz), sample buffer size=512 (requested 512)

L4 | Sun May 05 22:51:00 2019 (484 ms) | general | Measured frame rate = 1035.999989 fps

L4 | Sun May 05 22:51:00 2019 (484 ms) | general | Closest possible frame rate = 144 fps

L4 | Sun May 05 22:51:00 2019 (484 ms) | general | Vsync to enforce closested frame rate of 144 fps doesn't seem to be in effect.

L4 | Sun May 05 22:51:00 2019 (484 ms) | general | Will sleep each frame to enforce desired frame rate of 60 fps

L4 | Sun May 05 22:51:44 2019 (843 ms) | general | exiting...

